TIMES,VPU,CPU,THERMOCOUPLE
0.9824008941650391,38.46940994262695,77.9,-18
2.5986340045928955,42.41056823730469,76.4,-18
3.999239683151245,43.78504180908203,76.9,-18
5.004548072814941,44.29629135131836,77.4,-18
6.307283401489258,44.182918548583984,75.9,-18
8.012706279754639,44.24052429199219,75.4,-18
9.016151189804077,44.58286666870117,76.4,-18
11.014014482498169,44.69564437866211,76.4,-18
12.020383358001709,45.03657913208008,75.9,-18
14.018446445465088,45.71685791015625,75.9,-18
15.019994974136353,45.20560836791992,75.0,-18
16.025240898132324,45.88641357421875,75.4,-18
18.02282404899597,46.22453308105469,75.9,-18
19.026196002960205,45.99919891357422,75.9,-18
20.028652667999268,45.659671783447266,75.4,-18
22.023350715637207,45.7169189453125,75.9,-18
23.025254011154175,46.33837127685547,76.9,-18
24.0263934135437,45.94313049316406,76.4,-18
25.027233123779297,46.05574035644531,76.4,-18
26.034221410751343,46.73285675048828,75.9,-18
27.035211324691772,46.5078125,76.9,-18
29.030372381210327,46.338134765625,76.4,-18
30.032007455825806,46.33784484863281,77.9,-18
31.032995462417603,46.394676208496094,76.4,-18
32.034032583236694,46.789276123046875,76.4,-18
33.056917667388916,46.676727294921875,77.4,-18
35.05345296859741,47.239131927490234,76.4,-18
36.059253454208374,47.29618835449219,75.0,-18
37.06244778633118,46.901885986328125,75.4,-18
39.06261992454529,47.18084716796875,74.5,-18
40.06579828262329,47.06963348388672,75.4,-18
42.069151401519775,47.57341003417969,75.4,-18
43.06949067115784,47.51978302001953,76.4,-18
44.318981647491455,47.57591247558594,75.4,-18
46.28187561035156,47.2944450378418,75.4,-18
47.403223276138306,47.294795989990234,75.4,-18
49.07975172996521,47.68828582763672,75.0,-18
50.08297276496887,47.96504211425781,75.4,-18
53.21376848220825,47.68828582763672,75.4,-18
55.08125448226929,48.024192810058594,75.9,-18
56.89660978317261,48.136749267578125,76.9,-18
58.08472204208374,47.91193389892578,76.4,-18
59.28714942932129,48.080562591552734,75.4,-18
61.23218107223511,47.91280746459961,75.0,-18
63.09472465515137,48.08015441894531,75.4,-18
64.09874415397644,48.24837112426758,75.4,-18
66.09808373451233,47.91188049316406,75.0,-18
67.10807847976685,48.583003997802734,76.9,-18
68.11121702194214,48.359527587890625,76.4,-18
70.11492800712585,48.415828704833984,75.9,-18
71.11822891235352,48.41571807861328,75.0,-18
72.11915922164917,48.80723190307617,75.9,-18
73.12148833274841,48.749656677246094,75.4,-18
75.1216173171997,48.13663101196289,76.4,-18
76.12555480003357,48.750579833984375,75.9,-18
77.12655019760132,48.58149719238281,75.0,-18
78.12811803817749,48.91902542114258,75.4,-18
79.13283944129944,49.085853576660156,75.0,-18
80.13620352745056,49.364070892333984,75.4,-18
82.13666439056396,49.029319763183594,75.4,-18
84.13202238082886,49.58656311035156,75.0,-18
85.52999377250671,49.19637680053711,75.0,-18
86.77000522613525,49.41944885253906,75.9,-18
88.8008680343628,49.3615837097168,75.0,-18
90.13645124435425,49.53066635131836,75.0,-18
91.13859343528748,49.08573913574219,75.9,-18
92.13906216621399,48.639652252197266,75.9,-18
93.14002466201782,48.58369827270508,75.4,-18
94.34422874450684,49.084983825683594,75.9,-18
96.14756178855896,50.141788482666016,75.4,-18
97.42672634124756,48.9184455871582,75.9,-18
99.15024971961975,49.363319396972656,75.4,-18
100.1529176235199,49.530147552490234,74.5,-18
101.15399312973022,49.47575378417969,74.5,-18
102.1553282737732,49.86408996582031,74.5,-18
103.20821285247803,49.97530746459961,75.0,-18
104.48217225074768,49.80870819091797,74.5,-18
106.15730619430542,50.36192321777344,74.0,-18
107.54392504692078,49.641883850097656,75.4,-18
109.38314461708069,49.58690643310547,74.0,-18
111.1640887260437,49.64067459106445,75.0,-18
112.76230072975159,49.641883850097656,75.0,-18
114.17765307426453,49.974037170410156,74.5,-18
115.40255188941956,50.251914978027344,74.5,-18
116.75273847579956,50.08664321899414,74.0,-18
118.18529891967773,50.30677795410156,74.5,-18
119.1876049041748,50.5847053527832,75.0,-18
120.19827198982239,50.749977111816406,74.0,-18
122.19705009460449,50.52765655517578,75.0,-18
123.20020961761475,50.64019775390625,74.5,-18
125.19904232025146,50.473201751708984,74.5,-18
126.20096111297607,50.64002990722656,75.0,-18
128.17453503608704,50.69483184814453,74.5,-18
129.5279152393341,50.63899612426758,73.5,-18
130.84478759765625,50.64019775390625,75.0,-18
132.2023105621338,50.47343063354492,75.0,-18
133.20243787765503,50.52898406982422,75.0,-18
134.2038116455078,50.41851043701172,75.9,-18
135.21042251586914,50.80495834350586,74.5,-18
136.81363129615784,50.69512176513672,75.0,-18
138.2114963531494,51.13705825805664,73.5,-18
139.75773119926453,51.24747085571289,74.0,-18
141.21567463874817,51.13499069213867,74.5,-18
142.45984363555908,50.74992370605469,74.5,-18
144.21774673461914,50.640079498291016,74.5,-18
145.2206449508667,51.41177749633789,73.5,-18
146.22277855873108,51.41274642944336,74.0,-18
147.28299474716187,51.08202362060547,74.5,-18
149.2364206314087,51.08081817626953,75.0,-18
151.2339894771576,51.08173751831055,75.0,-18
152.2359983921051,51.90852355957031,74.5,-18
