TIMES,VPU,CPU,THERMOCOUPLE
0.5690014362335205,35.704322814941406,75.0,-18
2.149017095565796,40.44817352294922,75.4,-18
3.151630163192749,41.3746337890625,75.4,-18
4.156251907348633,41.489898681640625,75.4,-18
6.137542486190796,42.2388916015625,74.5,-18
7.161168336868286,42.525413513183594,74.5,-18
8.163740158081055,42.69637680053711,73.5,-18
9.166855096817017,42.92612838745117,75.0,-18
10.201976299285889,43.09821701049805,74.5,-18
12.15943169593811,43.21235275268555,75.4,-18
13.168090343475342,43.556297302246094,75.4,-18
15.170308351516724,43.670135498046875,74.5,-18
16.17277503013611,43.61389923095703,75.0,-18
18.152493476867676,43.898231506347656,73.5,-18
19.17130470275879,44.297706604003906,75.9,-18
21.181941986083984,44.18339538574219,74.5,-18
23.15945553779602,44.298179626464844,75.4,-18
24.17462468147278,44.126441955566406,75.0,-18
25.177022457122803,44.696414947509766,75.0,-18
26.223468780517578,44.86466979980469,75.0,-18
28.16470170021057,44.75365447998047,75.4,-18
29.181833744049072,44.80984115600586,75.4,-18
31.17406702041626,44.52579879760742,75.0,-18
32.18403697013855,44.46896743774414,75.4,-18
33.188586473464966,44.808895111083984,75.0,-18
35.17324995994568,44.922447204589844,75.0,-18
36.18774437904358,45.150360107421875,75.9,-18
37.21565890312195,45.149715423583984,75.0,-18
39.17512631416321,45.093997955322266,75.4,-18
40.19508695602417,45.149715423583984,76.4,-18
42.22653150558472,45.43393325805664,74.5,-18
44.19050335884094,45.773399353027344,74.0,-18
45.2061493396759,45.83011245727539,75.4,-18
46.2099130153656,45.60178756713867,75.0,-18
47.21446871757507,45.6597900390625,75.4,-18
49.19693422317505,45.88600158691406,75.0,-18
50.21336531639099,45.66025924682617,75.4,-18
51.21836590766907,45.8846549987793,75.9,-18
52.219783782958984,46.05497741699219,75.0,-18
53.25126242637634,45.99949264526367,75.9,-18
55.21868062019348,45.82958221435547,75.4,-18
56.23221969604492,46.45104217529297,75.4,-18
57.23419666290283,46.22547149658203,75.9,-18
58.28439784049988,46.11292266845703,75.4,-18
60.22021770477295,46.28236389160156,74.5,-18
61.237083196640015,46.451622009277344,75.4,-18
62.238142013549805,46.339073181152344,75.9,-18
63.247764587402344,46.394737243652344,75.9,-18
65.2248375415802,46.56346893310547,75.9,-18
66.24143648147583,46.225120544433594,74.5,-18
68.23742961883545,46.676841735839844,75.4,-18
69.24519062042236,46.562774658203125,75.0,-18
71.23250913619995,46.67620086669922,75.4,-18
72.24688863754272,46.56346893310547,75.4,-18
73.25478005409241,46.90159606933594,75.9,-18
74.27942943572998,46.506351470947266,75.4,-18
76.23920559883118,46.73314666748047,75.4,-18
77.25411868095398,46.845462799072266,75.4,-18
78.26116704940796,46.845638275146484,75.4,-18
79.3034291267395,47.182594299316406,75.9,-18
81.24385976791382,47.35074996948242,75.0,-18
