TIMES,VPU,CPU,THERMOCOUPLE
0.8287651538848877,38.46778106689453,82.3,-18
2.208645820617676,42.640377044677734,83.2,-18
3.9972336292266846,43.38379669189453,82.3,-18
5.000872850418091,43.841636657714844,81.8,-18
6.00542140007019,44.01219177246094,81.8,-18
7.008502960205078,44.63852310180664,83.2,-18
8.014887809753418,44.9233283996582,83.2,-18
10.01206660270691,45.09282302856445,82.3,-18
11.01682424545288,45.31979751586914,81.3,-18
12.018061876296997,45.263553619384766,82.7,-18
13.020333528518677,44.979984283447266,82.3,-18
14.030551433563232,45.32085418701172,83.7,-18
16.021692752838135,45.829410552978516,82.3,-18
17.0258207321167,45.60219955444336,83.7,-18
19.02578592300415,46.28160095214844,83.2,-18
20.026607513427734,46.39485168457031,83.7,-18
21.030491590499878,46.16775894165039,82.3,-18
22.033025979995728,45.886474609375,82.7,-18
24.033708810806274,46.45086669921875,83.2,-18
25.033747911453247,46.39397430419922,83.7,-18
27.03265118598938,46.902000427246094,82.3,-18
28.035128831863403,47.01472473144531,82.7,-18
30.03568124771118,46.844940185546875,82.7,-18
31.039681434631348,46.677249908447266,83.2,-18
32.054988861083984,46.95726013183594,83.2,-18
34.05615043640137,46.73291778564453,82.3,-18
35.057955741882324,47.126930236816406,82.7,-18
36.058881759643555,46.78834533691406,83.7,-18
37.06346249580383,46.957550048828125,82.7,-18
38.06410098075867,47.18299865722656,83.7,-18
40.06083035469055,47.631866455078125,83.2,-18
41.06301140785217,47.293922424316406,82.3,-18
42.071533203125,47.63076400756836,83.7,-18
43.07679533958435,47.35121536254883,82.7,-18
45.075140953063965,47.40618133544922,82.7,-18
47.074310064315796,47.744537353515625,82.7,-18
48.07768726348877,47.68659973144531,82.7,-18
49.08551859855652,47.74296188354492,82.7,-18
51.08042001724243,47.74354553222656,83.2,-18
52.08537721633911,47.96818542480469,82.7,-18
54.860060930252075,47.96812438964844,82.7,-18
56.08427810668945,47.96812438964844,82.3,-18
57.472962617874146,48.13523864746094,82.3,-18
59.09020805358887,47.85609436035156,82.7,-18
61.089789628982544,47.74412536621094,83.2,-18
62.09146332740784,47.911651611328125,83.2,-18
63.094834327697754,48.19119644165039,83.7,-18
64.10252928733826,48.19171142578125,84.2,-18
66.09529876708984,48.41652297973633,82.7,-18
67.09855580329895,48.30519485473633,82.7,-18
68.0990846157074,48.302757263183594,83.7,-18
69.10197973251343,48.470977783203125,83.2,-18
70.10201930999756,48.359642028808594,83.2,-18
71.10428643226624,48.30409240722656,82.3,-18
72.10750079154968,48.30287170410156,83.7,-18
74.10680317878723,48.91706085205078,83.2,-18
