times,z,d,h,v,nearest_labels,haptic_messages,buzzer_messages,chipTemperature
0.6352622509002686,0.2620391666666667,nan,nan,nan,nan,nan,nan,36.17903137207031
0.9231820106506348,0.3757863888888889,nan,nan,nan,nan,nan,nan,38.412235260009766
0.9687240123748779,0.4522613888888889,nan,nan,nan,nan,nan,nan,39.51954650878906
1.0141050815582275,0.4590883333333333,nan,nan,nan,nan,nan,nan,39.92742919921875
1.0769743919372559,0.41770166666666664,nan,nan,nan,nan,nan,nan,40.565406799316406
1.1940045356750488,0.43810333333333334,nan,nan,nan,nan,nan,nan,41.316734313964844
1.3366258144378662,0.5869944444444444,nan,nan,nan,nan,nan,nan,40.62295150756836
1.425560712814331,0.5827197222222222,nan,nan,nan,nan,nan,nan,41.201171875
1.5459909439086914,0.5038133333333333,nan,nan,nan,nan,nan,nan,41.43157958984375
1.6617724895477295,0.5045594444444444,nan,nan,nan,nan,nan,nan,41.89286804199219
1.8083674907684326,0.5029172222222222,nan,nan,nan,nan,nan,nan,41.3746337890625
1.8543155193328857,0.4693672222222222,nan,nan,nan,nan,nan,nan,42.29560089111328
2.0493807792663574,0.5549294444444445,nan,nan,nan,nan,nan,nan,41.43217468261719
2.1251893043518066,0.4929586111111111,nan,nan,nan,nan,nan,nan,42.12363052368164
2.277540683746338,0.5267158333333333,nan,nan,nan,nan,nan,nan,42.40943908691406
2.3386991024017334,0.47157027777777777,nan,nan,nan,nan,nan,nan,42.46822738647461
2.5240836143493652,0.46561694444444446,nan,nan,nan,nan,nan,nan,42.98384475708008
2.5801165103912354,0.3966908333333333,nan,nan,nan,nan,nan,nan,42.92606735229492
2.784550428390503,0.39911527777777783,nan,nan,nan,nan,nan,nan,42.58277893066406
2.904278039932251,0.43185972222222224,nan,nan,nan,nan,nan,nan,42.81258773803711
3.0141942501068115,0.4290702777777778,nan,nan,nan,nan,nan,nan,42.23835754394531
3.1128265857696533,0.4949938888888889,nan,nan,nan,nan,nan,nan,43.04132843017578
3.2292237281799316,0.43844555555555553,nan,nan,nan,nan,nan,nan,42.753623962402344
3.3551290035247803,0.45217,nan,nan,nan,nan,nan,nan,42.924766540527344
3.4706218242645264,0.4834580555555556,nan,nan,nan,nan,nan,nan,43.15457534790039
3.5775468349456787,0.4099811111111111,nan,nan,nan,nan,nan,nan,43.270545959472656
3.7027413845062256,0.5024402777777778,nan,nan,nan,nan,nan,nan,43.38433074951172
3.810845136642456,0.4594958333333333,nan,nan,nan,nan,nan,nan,43.385215759277344
3.9215211868286133,0.4719422222222222,nan,nan,nan,nan,nan,nan,43.327022552490234
4.0361244678497314,0.4515411111111111,nan,nan,nan,nan,nan,nan,43.898643493652344
4.134698152542114,0.50382,nan,nan,nan,nan,nan,nan,43.899356842041016
4.251098394393921,0.40002499999999996,nan,nan,nan,nan,nan,nan,43.83992004394531
4.365729570388794,0.4296777777777778,nan,nan,nan,nan,nan,nan,43.670135498046875
4.4824604988098145,0.4486791666666667,nan,nan,nan,nan,nan,nan,44.01319122314453
4.637909412384033,0.4444294444444445,nan,nan,nan,nan,nan,nan,43.327674865722656
4.7048563957214355,0.48946805555555556,nan,nan,nan,nan,nan,nan,43.55600357055664
4.838717699050903,0.4489272222222222,nan,nan,nan,nan,nan,nan,43.782257080078125
4.9560182094573975,0.4104758333333334,nan,nan,nan,nan,nan,nan,43.95606994628906
5.063417911529541,0.44618694444444446,nan,nan,nan,nan,nan,nan,43.49834442138672
