times,z,d,h,v,nearest_labels,haptic_messages,buzzer_messages
13.584298372268677,2.6745858333333334,2.6810102452009787,6,259,emergency exit,nan,nan
13.687190771102905,2.665923888888889,2.3787273997872043,6,258,emergency exit,nan,nan
13.73959755897522,2.665594722222222,2.3787273997872043,5,257,emergency exit,nan,nan
13.84243130683899,2.6538747222222225,2.3892489990814925,5,254,emergency exit,d,nan
13.895603895187378,2.6487125000000002,2.374041163293366,5,253,emergency exit,nan,nan
13.987437963485718,2.63758,2.378329356162846,6,250,emergency exit,nan,nan
14.03966236114502,2.635933055555556,2.378762536810063,6,249,emergency exit,nan,nan
14.13912296295166,2.6392369444444443,2.371923446255119,5,248,emergency exit,nan,nan
14.191044092178345,2.6368963888888888,2.3833151858830828,5,248,emergency exit,nan,nan
14.31031584739685,2.6269758333333333,2.369482437760099,6,247,emergency exit,d,nan
14.371462345123291,2.633333055555555,2.3712006251620705,5,246,emergency exit,nan,nan
14.440175771713257,2.6194655555555557,2.3664710396779856,7,244,emergency exit,nan,nan
14.493060111999512,2.6180363888888887,2.3944792392282883,7,243,emergency exit,nan,nan
14.597233533859253,2.607400277777778,2.383144268801743,8,240,emergency exit,nan,nan
14.64997911453247,2.60706,2.362054518862777,8,240,emergency exit,nan,nan
14.737360715866089,2.5939558333333332,2.3605887072366722,9,238,emergency exit,d,nan
14.794697999954224,2.5837580555555557,2.3591317801940206,8,237,emergency exit,nan,nan
14.882913827896118,2.5732552777777777,2.3619753330912494,10,234,emergency exit,nan,nan
14.936569213867188,2.5665058333333333,2.356288918351227,10,233,emergency exit,nan,nan
15.04130506515503,2.562540555555555,2.3520797050553224,11,229,emergency exit,nan,nan
15.094048023223877,2.555525277777778,2.375748355711671,10,228,emergency exit,d,nan
15.18094253540039,2.5390325,2.3807352635662222,11,224,emergency exit,nan,nan
15.238178730010986,2.533847777777778,2.364316361448442,11,224,emergency exit,nan,nan
15.33777642250061,2.532129444444444,2.3903932968380857,10,223,emergency exit,nan,nan
15.391597509384155,2.5331525000000004,2.348357227221594,9,223,emergency exit,nan,nan
15.489253520965576,2.514527777777778,2.363774277650199,9,219,emergency exit,d,nan
15.545377254486084,2.5211175,2.364814872918644,9,219,emergency exit,nan,nan
15.639556884765625,2.503143611111111,2.3816514412362966,9,217,emergency exit,nan,nan
15.691852569580078,2.4994947222222224,2.373469742544206,8,216,emergency exit,nan,nan
15.803812742233276,2.489535555555556,2.357506457969133,8,214,emergency exit,d,nan
15.855462074279785,2.47944,2.344005172580975,8,213,emergency exit,nan,nan
15.934018611907959,2.4850988888888885,2.391891118169454,9,212,emergency exit,nan,nan
15.986050128936768,2.4848608333333333,2.386916392077735,9,212,emergency exit,nan,nan
16.090671062469482,2.4752444444444444,2.3358411177475924,10,210,emergency exit,nan,nan
16.14430022239685,2.4812327777777776,2.368444335176983,11,210,emergency exit,d,nan
16.262067079544067,2.4665230555555553,2.357734303115226,12,208,emergency exit,nan,nan
16.314501523971558,2.462717777777778,2.3346117258184194,12,208,emergency exit,nan,nan
16.39899969100952,2.4537405555555556,2.372239111763377,13,207,emergency exit,nan,nan
16.452214241027832,2.466566388888889,2.34253158686366,13,206,emergency exit,d,nan
16.554844856262207,2.438855,2.37133943543831,14,203,emergency exit,nan,nan
16.60792589187622,2.439654722222222,2.383855778064252,14,202,emergency exit,nan,nan
16.71026635169983,2.4525522222222222,2.378741198634877,13,200,emergency exit,nan,nan
